,ID,Arabic,English,Label,text
10,11.0, تماما من يدعو ويشجع على اخذ لقاح تجريبي وهو يعلم أن اللقاح غير آمن وعوارضه كثيرة، وقد يؤدي إلى الوفاة. حالات عديدة ظهرت بعد اللقاح وقليلو الضمير وسماسرة الصحة ما زالوا يشجعون الناس على إخذه، خسئتم,"Exactly who calls and encourages taking an experimental vaccine knowing that the vaccine is not safe and has many symptoms, and may lead to death. Many cases appeared after the vaccine, and those who are unscrupulous and health brokers are still encouraging people to take it. You are lost.",2,str تماما من يدعو ويشجع على اخذ لقاح تجريبي وهو يعلم أن اللقاح غير آمن وعوارضه كثيرة، وقد يؤدي إلى الوفاة. حالات عديدة ظهرت بعد اللقاح وقليلو الضمير وسماسرة الصحة ما زالوا يشجعون الناس على إخذه، خسئتم
11,12.0, احنا وسط شعوب تصدق الغرب في الاشياء اللي تعجبهم لما الغرب قالوا لقينا لقاح انبسطوا بس لما طلعوا اطباء من الغرب وقالوا ان اللقاح غير آمن وفعال كانت ردة الفعل لا نرى لا نسمع لا نتكلم مين عطاهم الاحقية انهم يساومون على حياتنا وصحتنا مين عطاهم الاحقية يقررون عننا,"We are among people who believe the West in the things they like. When the West said we had a vaccine, they were happy, but when doctors came out from the West and said that the vaccine is not safe and effective, the reaction was that we do not see, we do not hear, we do not speak. Who gave them the right?",2,str احنا وسط شعوب تصدق الغرب في الاشياء اللي تعجبهم لما الغرب قالوا لقينا لقاح انبسطوا بس لما طلعوا اطباء من الغرب وقالوا ان اللقاح غير آمن وفعال كانت ردة الفعل لا نرى لا نسمع لا نتكلم مين عطاهم الاحقية انهم يساومون على حياتنا وصحتنا مين عطاهم الاحقية يقررون عننا
12,13.0,يواصل مركز لقاحات كورونا بمنطقة #تبوك استقباله للمواطنين والمقيمين المسجلين عبر تطبيق #صحتي لإعطائهم لقاح كوفيد - 19 بما يتماشى مع التدابير الاحترازية والوقائية. https://t.co/yezDJIHU0F,"The Corona Vaccine Center in #Tabuk continues to receive citizens and residents registered through the #MyHealth app to give them the Covid-19 vaccine, in line with precautionary and preventive measures. https://t.co/yezDJIHU0F",3,strيواصل مركز لقاحات كورونا بمنطقة #تبوك استقباله للمواطنين والمقيمين المسجلين عبر تطبيق #صحتي لإعطائهم لقاح كوفيد - 19 بما يتماشى مع التدابير الاحترازية والوقائية. https://t.co/yezDJIHU0F
13,14.0, دلتا تنتشر في اوساط الملقحين بجرعتين حسب وكالات الأنباء المختلفه بلاش تضحكوا على الناس تتاجرون بصحتهم من لايريد لقاحكم السام لا تجبرونه تفرضونه عليه بالقوة هذا دليل جهلكم ليس تحضر منكم ثم ان اي لقاح يحتاج سنوات ليثبت فعاليته انتم من أعطاكم الحق تجربونه على البشر هل هم فئران,@afifa__0 Delta spreads among vaccinated people with two doses according to different news agencies. Don't laugh at people. Trade in their health. Who doesn't want your poisonous vaccine? Don't force him to impose it on him by force. mice,2,str دلتا تنتشر في اوساط الملقحين بجرعتين حسب وكالات الأنباء المختلفه بلاش تضحكوا على الناس تتاجرون بصحتهم من لايريد لقاحكم السام لا تجبرونه تفرضونه عليه بالقوة هذا دليل جهلكم ليس تحضر منكم ثم ان اي لقاح يحتاج سنوات ليثبت فعاليته انتم من أعطاكم الحق تجربونه على البشر هل هم فئران
14,15.0,""" مو معقول كل مكان يفول لك لازم لقاح  هذا قرار وزارة الصحة 
اللقاح غير آمن وله آثار جانبية خطيرة 
لاحولا ولا قوة إلا بالله العلي العظيم رحمتك يارب 
الله يكفينا شرهم وشر ذا القرار.""","It is not reasonable that every place tells you that a vaccine is required. This is the decision of the Ministry of Health
The vaccine is not safe and has serious side effects
There is no power nor strength except with God, the Most High, the Great, your mercy, Lord
May God protect us from their evil and the evil of the decision.”",2,"str"" مو معقول كل مكان يفول لك لازم لقاح  هذا قرار وزارة الصحة 
اللقاح غير آمن وله آثار جانبية خطيرة 
لاحولا ولا قوة إلا بالله العلي العظيم رحمتك يارب 
الله يكفينا شرهم وشر ذا القرار."""
15,16.0,عندك دليل علمي يثبت أن اللقاح غير آمن ولا بس كلام فاضي من رأسك  بدل ما تشجع  الناس جالس تخوفهم ماتريد تاخذ لقاح جلس في بيتكم ولا تجلس تصدعنا  ,"Do you have scientific evidence that proves that the vaccine is not safe? Isn't it just empty talk from your head? Instead of encouraging people sitting down and frightening them, you don't want to take a vaccine.",3,strعندك دليل علمي يثبت أن اللقاح غير آمن ولا بس كلام فاضي من رأسك  بدل ما تشجع  الناس جالس تخوفهم ماتريد تاخذ لقاح جلس في بيتكم ولا تجلس تصدعنا  
16,17.0, وزارة الصناعة الصيدلانية: تقديم ترخيص لمجمع صيدال لإستعمال العلامة التجارية هو دليل على ثقة الشريك الصيني في كفاءات و قدرات المجمع الجزائري العمومي صيدال في إنتاج لقاح ذو جودة و فعالية يتماشى مع المقاييس و المعايير الدوليةI,The Ministry of Pharmaceutical Industry: Providing a license to the Saidal complex to use the trademark is evidence of the Chinese partner's confidence in the competencies and capabilities of the Algerian General Assembly of Saidal in producing a vaccine of quality and effectiveness in line with international standards and standards.,1,str وزارة الصناعة الصيدلانية: تقديم ترخيص لمجمع صيدال لإستعمال العلامة التجارية هو دليل على ثقة الشريك الصيني في كفاءات و قدرات المجمع الجزائري العمومي صيدال في إنتاج لقاح ذو جودة و فعالية يتماشى مع المقاييس و المعايير الدوليةI
17,18.0,"""ذا لانسيت"": التحليل المؤقت للمرحلة الثالثة من التجارب السريرية يظهر مأمونية وفعالية لقاح ""كورونافاك"" https://t.co/Eu77dBsVWm",“The Lancet”: Interim analysis of the third phase of clinical trials shows the safety and effectiveness of the “CoronaVac” vaccine https://t.co/Eu77dBsVWm,1,"str""ذا لانسيت"": التحليل المؤقت للمرحلة الثالثة من التجارب السريرية يظهر مأمونية وفعالية لقاح ""كورونافاك"" https://t.co/Eu77dBsVWm"
18,19.0,"""📍 ما الفرق بين اللقاحات المتوفرة لِـ #كورونا ؟ وكيف يتم حساب فعاليّة كل #لقاح ؟

#لقاح_كورونا 
#لقاح_فايزر 
#لقاح_أسترازينكا https://t.co/lBYGtrHgcx""","📍 What is the difference between the available vaccines for #Corona? And how is the effectiveness of each #vaccine calculated?

#coronavirus
#Pfizer _ vaccine
# AstraZeneca vaccine https://t.co/lBYGtrHgcx",3,"str""📍 ما الفرق بين اللقاحات المتوفرة لِـ #كورونا ؟ وكيف يتم حساب فعاليّة كل #لقاح ؟

#لقاح_كورونا 
#لقاح_فايزر 
#لقاح_أسترازينكا https://t.co/lBYGtrHgcx"""
19,20.0,@KUW_Q8Y أنا أسمع إن لقاح فايزر فعال وشديد المفعول عن لقاح إكسفورد 😍😍🙈🙈, I hear that the Pfizer vaccine is more effective than the Oxford vaccine 😍😍🙈🙈,1,str@KUW_Q8Y أنا أسمع إن لقاح فايزر فعال وشديد المفعول عن لقاح إكسفورد 😍😍🙈🙈
20,21.0,"""#لقاح_كورونا

بنسبة لي كمواطن سعودي اعلم يقينا واثق كل الثقه ان حكومتنا حريصه كل الحرص على اختيار افضل اللقاحات واكثرها كفاءاه 
وعندما يحين الوقت ساحصل على اللقاح بدون تردد باذن الله""","#coronavirus

As for me, as a Saudi citizen, I know with certainty and confidence that our government is very keen to choose the best and most efficient vaccines.
And when the time comes, I will get the vaccine without hesitation, God willing.”",1,"str""#لقاح_كورونا

بنسبة لي كمواطن سعودي اعلم يقينا واثق كل الثقه ان حكومتنا حريصه كل الحرص على اختيار افضل اللقاحات واكثرها كفاءاه 
وعندما يحين الوقت ساحصل على اللقاح بدون تردد باذن الله"""
21,22.0,"مُؤشرات مُبشرة
وجُهود مُقدرة
شكرًا من الأعماق لكل القائمين عليها
نحتاج الآن للإستمرار على نفس المسار بمعدل تطعيم مُتزايد
مع المحافظة على الإجراءات الوقائية 
وسَنصل بإذن الله إلى الأهدافِ المنشودة 
وأنتم #مقاطعة_تخرج_جسق 
كُلنا مُتضامنين معكم
@SQUCOFFEE 
@Squ_2013 https://t.co/21E2YQotit","Promising signs
Appreciated efforts
A heartfelt thank you to all involved
We now need to continue on the same path with an increasing vaccination rate
While maintaining preventive measures
We will, God willing, reach the desired goals
And you are #boycotting_graduation_jasaq
We are all in solidarity with you
@SQUCOFFEE
@Squ_2013 https://t.co/21E2YQotit",1,"strمُؤشرات مُبشرة
وجُهود مُقدرة
شكرًا من الأعماق لكل القائمين عليها
نحتاج الآن للإستمرار على نفس المسار بمعدل تطعيم مُتزايد
مع المحافظة على الإجراءات الوقائية 
وسَنصل بإذن الله إلى الأهدافِ المنشودة 
وأنتم #مقاطعة_تخرج_جسق 
كُلنا مُتضامنين معكم
@SQUCOFFEE 
@Squ_2013 https://t.co/21E2YQotit"
22,23.0,#ألمانيا || تستعد #جامعة_أوكسفورد لإطلاق المرحلتين الثانية والثالثة من التجارب البشرية على لقاح لفيروس #كورونا، بعدما اختتمت المرحلة الأولى من التطعيمات، بنجاح، وذلك بهدف اختبار فعاليته على فئة أوسع من المجتمع ورصد آثاره الجانبية المحتملة. https://t.co/ygyY7wBvU3,"#Germany || Oxford University is preparing to launch the second and third phases of human trials on a vaccine for the Corona virus, after the first phase of vaccinations was successfully concluded, with the aim of testing its effectiveness on a broader group of society and monitoring its potential side effects. https://t.co/ygyY7wBvU3",3,str#ألمانيا || تستعد #جامعة_أوكسفورد لإطلاق المرحلتين الثانية والثالثة من التجارب البشرية على لقاح لفيروس #كورونا، بعدما اختتمت المرحلة الأولى من التطعيمات، بنجاح، وذلك بهدف اختبار فعاليته على فئة أوسع من المجتمع ورصد آثاره الجانبية المحتملة. https://t.co/ygyY7wBvU3
23,24.0,"صدمة بشأن لقاح آمن وفعَّال أنتجه الجيش الصيني لمواجهة «فيروس كورونا» ""","
Shock about a safe and effective vaccine produced by the Chinese army to confront the ""Corona virus""",1,"strصدمة بشأن لقاح آمن وفعَّال أنتجه الجيش الصيني لمواجهة «فيروس كورونا» """
24,25.0,"""يوجد حاليًا أكثر من 169 لقاحًا مرشحًا لـ COVID-19 قيد التطوير، 26 منهم في مرحلة التجربة البشرية. عندما يتم العثور على لقاح آمن وفعال، سيتم تسهيل الوصول والتوزيع العادل لهذه اللقاحات لحماية البشر في جميع البلدان مع إعطاء الأولوية للأشخاص الأكثر عرضة للخطر.

منظمة الصحة العالمية""","“There are currently more than 169 COVID-19 vaccine candidates in development, 26 of them are in the human trial phase. When a safe and effective vaccine is found, access and equitable distribution of these vaccines will be facilitated to protect people in all countries with priority given to those most at risk.

Global Health Organization""",3,"str""يوجد حاليًا أكثر من 169 لقاحًا مرشحًا لـ COVID-19 قيد التطوير، 26 منهم في مرحلة التجربة البشرية. عندما يتم العثور على لقاح آمن وفعال، سيتم تسهيل الوصول والتوزيع العادل لهذه اللقاحات لحماية البشر في جميع البلدان مع إعطاء الأولوية للأشخاص الأكثر عرضة للخطر.

منظمة الصحة العالمية"""
25,26.0,"""فايزر النمسا"": هدفنا تطوير لقاح آمن ومتاح https://t.co/ZsymO8UkKS | #الإمارات_اليوم",Pfizer Austria: Our goal is to develop a safe and available vaccine https://t.co/ZsymO8UkKS | #Emirates today,1,"str""فايزر النمسا"": هدفنا تطوير لقاح آمن ومتاح https://t.co/ZsymO8UkKS | #الإمارات_اليوم"
26,27.0,اذا نجح هاللقاح أعتقد راح يكون لقاح موثوق للكثير من الناس https://t.co/oUqVoYzlux,"If this vaccine succeeds, I think it will be a reliable vaccine for many people https://t.co/oUqVoYzlux",1,strاذا نجح هاللقاح أعتقد راح يكون لقاح موثوق للكثير من الناس https://t.co/oUqVoYzlux
27,28.0,فعالية لقاح كورونا تعتمد على طريقة حقنه https://t.co/H7TTliSKmU,The effectiveness of the Corona vaccine depends on the method of injection. https://t.co/H7TTliSKmU,3,strفعالية لقاح كورونا تعتمد على طريقة حقنه https://t.co/H7TTliSKmU
28,29.0,"""📸 نعيم العبودي عضو مجلس النواب العراقي:

في وقت تتنافس فيه العظمى على ابتكار لقاحات مضادة لفايروس كورونا،تقدم إيران كأول دولة إسلامية ثلاثة لقاحات،الأول سيطرح في الأسواق بعد شهر،و الثاني مشترك مع كوبا،و الثالث من معهد رازي...انجاز رائع نهني مسلمي العالم عليه https://t.co/waovJnKopD""","📸 Naeem Al-Aboudi, member of the Iraqi Parliament:

At a time when the great powers are competing to create vaccines against the Corona virus, Iran, as the first Islamic country, offers three vaccines. /t.co/waovJnKopD",1,"str""📸 نعيم العبودي عضو مجلس النواب العراقي:

في وقت تتنافس فيه العظمى على ابتكار لقاحات مضادة لفايروس كورونا،تقدم إيران كأول دولة إسلامية ثلاثة لقاحات،الأول سيطرح في الأسواق بعد شهر،و الثاني مشترك مع كوبا،و الثالث من معهد رازي...انجاز رائع نهني مسلمي العالم عليه https://t.co/waovJnKopD"""
29,30.0,"""قالت: يجب أن نكون أقوياء، يجب نثبت أرجلنا في كل ميدان للرجل! ، يجب أن نصبر كما صبروا ، يجب نقتحم كل الميادين، ... الخ !
قلت: أنت لا تفعلين شيء سوى قتل فطرتك، ومواصلة قتلها كل يوم، الرجل لن يخسر شيء!
#النسوية
#هل_ستاخذون_لقاح_كورونا""تعلن الموجهه الصحية بمدرسة الطفولة المبكرة والإبتدائية بخضيرة ضمد عن ضرورة الإلتزام بالإحترازات الوقائية  اثناء زيارة المدرسة لإستلام الكتب
مع تمنياتنا للجميع بالصحه والسلامة. https://t.co/VJffNsSzB5""","She said: We must be strong, we must prove our legs in every field of man!, we must be patient as they were patient, we must storm all fields, ... etc!",3,"str""قالت: يجب أن نكون أقوياء، يجب نثبت أرجلنا في كل ميدان للرجل! ، يجب أن نصبر كما صبروا ، يجب نقتحم كل الميادين، ... الخ !
قلت: أنت لا تفعلين شيء سوى قتل فطرتك، ومواصلة قتلها كل يوم، الرجل لن يخسر شيء!
#النسوية
#هل_ستاخذون_لقاح_كورونا""تعلن الموجهه الصحية بمدرسة الطفولة المبكرة والإبتدائية بخضيرة ضمد عن ضرورة الإلتزام بالإحترازات الوقائية  اثناء زيارة المدرسة لإستلام الكتب
مع تمنياتنا للجميع بالصحه والسلامة. https://t.co/VJffNsSzB5"""
30,31.0,"""هذي فتنه عالمية ياناصر 
عدم إداركك لما يدور بالعالم لايعني الامور تمام 
واللقاح غير آمن والناس تطيح منه من اشهر واذا كلموا الاطباء مجهزين الجواب التزامن لايعني السببية 
هل سمعت حللوا جثة اي متوفي اخذ لقاح 
اتوقع مافكرت فيها هذي 
مخك يامغيب او تبي الكل يتطعم حسد"""," This is global sedition, Nasser
Not being aware of what's going on in the world doesn't mean everything is perfect
The vaccine is not safe, and people drop it for months, and if they speak to doctors who are prepared, the answer is that simultaneity does not mean causation
Have you heard they analyzed the body of any deceased person who took a vaccine?
I guess what you thought of that
Your brain is absent, or do you want everyone to feed on envy?",2,"str""هذي فتنه عالمية ياناصر 
عدم إداركك لما يدور بالعالم لايعني الامور تمام 
واللقاح غير آمن والناس تطيح منه من اشهر واذا كلموا الاطباء مجهزين الجواب التزامن لايعني السببية 
هل سمعت حللوا جثة اي متوفي اخذ لقاح 
اتوقع مافكرت فيها هذي 
مخك يامغيب او تبي الكل يتطعم حسد"""
31,32.0,"""#ارفضوا_التلقيح
💥💉الدكتوره رينيه  في بريطانيا إنه لا ينبغي تطعيم الأطفال و حتي سن 16 /17 سنة  لان احتمال مرضهم او موتهم من كوفيد 0%  وقد """"حان الوقت لحماية أطفالنا ،وليس استخدامهم كدرع لحمايتنا""""..اعتقدنا أسترازينكا لقاح آمن ولكن اتضح انه يسبب جلطات دموية ..👇 https://t.co/85V47QcXdc""","#Refuse_vaccination
💥💉 Dr. Rene in Britain said that children should not be vaccinated until the age of 16/17 years, because the possibility of them getting sick or dying from Covid is 0%, and it is “time to protect our children, not use them as a shield to protect us.” We thought AstraZeneca was a safe vaccine, but it turned out to be It causes blood clots .. 👇 https://t.co/85V47QcXdc",2,"str""#ارفضوا_التلقيح
💥💉الدكتوره رينيه  في بريطانيا إنه لا ينبغي تطعيم الأطفال و حتي سن 16 /17 سنة  لان احتمال مرضهم او موتهم من كوفيد 0%  وقد """"حان الوقت لحماية أطفالنا ،وليس استخدامهم كدرع لحمايتنا""""..اعتقدنا أسترازينكا لقاح آمن ولكن اتضح انه يسبب جلطات دموية ..👇 https://t.co/85V47QcXdc"""
32,33.0,"""أستغرب من وزارة الصحة وبعض الاطباء الذين (صدعوا) رؤسنا بمأمونية اللقاح واتباع منظمة الصحة العالمية 
المنظمة أمرت بخلط اللقاحات ..
لماذا تستوردون شحنات جديدة من لقاح أكسفورد 
وبخصوص عقار (سوتروفيماب) لماذا لا تستخدمونه وقد حصل على موافقة على الاستخدام الطارئ واثبت فعاليته ""","“I am surprised by the Ministry of Health and some doctors who (cracked) our heads about the safety of the vaccine and following the World Health Organization
The organization ordered the mixing of vaccines.
Why do you import new shipments of Oxford vaccine?
With regard to the drug (Sotrofemab), why do not you use it when it obtained approval for emergency use and proved its effectiveness?",2,"str""أستغرب من وزارة الصحة وبعض الاطباء الذين (صدعوا) رؤسنا بمأمونية اللقاح واتباع منظمة الصحة العالمية 
المنظمة أمرت بخلط اللقاحات ..
لماذا تستوردون شحنات جديدة من لقاح أكسفورد 
وبخصوص عقار (سوتروفيماب) لماذا لا تستخدمونه وقد حصل على موافقة على الاستخدام الطارئ واثبت فعاليته """
33,34.0,انا في مركز تطعيم وفي مستشفى خاص، لا الي في مركز التطعيم اتلقحو ولا في المستشفى، ينعدو على الأصابع من التمريض، اما الاطباء ١١ فقط من اصل ٦٠ طبيب، الموضوع مو عناد، اللقاح غير آمن بشهادة العالم ممكن تركزو؟,"I am in a vaccination center and in a private hospital. Neither those in the vaccination center were vaccinated nor in the hospital. They can count on the fingers of nursing, but the doctors are only 11 out of 60 doctors. The issue is not stubbornness. The vaccine is not safe according to the testimony of the scientist. Can you focus?",2,strانا في مركز تطعيم وفي مستشفى خاص، لا الي في مركز التطعيم اتلقحو ولا في المستشفى، ينعدو على الأصابع من التمريض، اما الاطباء ١١ فقط من اصل ٦٠ طبيب، الموضوع مو عناد، اللقاح غير آمن بشهادة العالم ممكن تركزو؟
34,35.0,"دراسة فى 🇺🇸 على لقاح أكسفورد 
اجريت على ٦ آلاف متطوع 
وجدت ان التطعيم 
١٠٠٪ فعال فى الوقايه من الحالات الشديده من كوفيد ١٩ ( يمنع الدخول للمستشفي و الوفاه) 
و فعال للأشخاص فوق ٦٥ سنه 
و لا يزيد التجلط 

أكسفورد براءه طلع فعال و آمن 
و خلال أسبوعين يتم اعتماده من FDA https://t.co/ae72hRmSuT","Study in 🇺🇸 on Oxford Vaccine
It was conducted on 6 thousand volunteers
Found that vaccination
100% effective in preventing severe cases of Covid 19 (prevents hospitalization and death)
And effective for people over 65 years old
And does not increase clotting

Oxford patent pollen is effective and safe
And within two weeks, it will be approved by the FDA",1,"strدراسة فى 🇺🇸 على لقاح أكسفورد 
اجريت على ٦ آلاف متطوع 
وجدت ان التطعيم 
١٠٠٪ فعال فى الوقايه من الحالات الشديده من كوفيد ١٩ ( يمنع الدخول للمستشفي و الوفاه) 
و فعال للأشخاص فوق ٦٥ سنه 
و لا يزيد التجلط 

أكسفورد براءه طلع فعال و آمن 
و خلال أسبوعين يتم اعتماده من FDA https://t.co/ae72hRmSuT"
